finess;ghm2;_freq
300780038;04M072;59
300780038;04M073;188
300780038;04M074;62
300780038;04M07T;23
300780038;04M091;48
300780038;04M092;36
300780038;04M093;83
300780038;04M094;25
300780038;04M09T;89
300780038;04M101;22
300780038;04M102;33
300780038;04M103;68
300780038;04M111;100
300780038;04M112;29
300780038;04M121;54
300780038;04M122;28
300780038;04M123;26
300780038;04M131;23
300780038;04M132;23
300780038;04M133;76
300780038;04M134;94
300780038;04M163;33
300780038;04M173;25
300780038;04M181;43
300780038;04M182;35
300780038;04M183;105
300780038;04M18T;256
300780038;04M201;101
300780038;04M202;136
300780038;04M203;189
300780038;04M204;32
300780038;04M22Z;25
300780038;04M23T;21
300780038;04M23Z;28
300780038;04M24E;87
300780038;04M251;26
300780038;04M252;51
300780038;04M253;120
300780038;04M25T;32
300780038;05C101;48
300780038;05C102;34
300780038;05C103;52
300780038;05C104;26
300780038;05C111;56
300780038;05C112;31
300780038;05C113;26
300780038;05C123;33
300780038;05C151;109
300780038;05C152;29
300780038;05C17J;72
300780038;05C191;74
300780038;05C19T;20
300780038;05C211;54
300780038;05C22T;25
300780038;05K051;542
300780038;05K052;178
300780038;05K053;73
300780038;05K054;21
300780038;05K061;489
300780038;05K062;54
300780038;05K063;33
300780038;05K06T;146
300780038;05K101;1017
300780038;05K102;79
300780038;05K103;51
300780038;05K10J;180
300780038;05K14Z;391
300780038;05K191;146
300780038;05K201;88
300780038;05K20T;46
300780038;05K221;50
300780038;05K241;28
300780038;05K251;63
300780038;05K261;58
300780038;05K26J;103
300780038;05M041;158
300780038;05M042;101
300780038;05M043;44
300780038;05M04T;69
300780038;05M051;41
300780038;05M054;40
300780038;05M05T;73
300780038;05M061;30
300780038;05M073;24
300780038;05M081;70
300780038;05M082;35
300780038;05M083;22
300780038;05M084;21
300780038;05M08T;207
300780038;05M091;43
300780038;05M092;198
300780038;05M093;290
300780038;05M094;84
300780038;05M09T;95
300780038;05M121;53
300780038;05M122;34
300780038;05M123;37
300780038;05M12T;41
300780038;05M131;20
300780038;05M13T;159
300780038;05M154;24
300780038;05M15T;22
300780038;05M171;152
300780038;05M172;46
300780038;05M17T;532
300780038;05M184;22
300780038;05M20Z;363
300780038;05M22E;72
300780038;05M23T;378
300780038;06C041;39
300780038;06C042;49
300780038;06C043;119
300780038;06C044;95
300780038;06C071;38
300780038;06C072;26
300780038;06C073;22
300780038;06C081;41
300780038;06C082;38
300780038;06C091;185
300780038;06C10J;42
300780038;06C121;98
300780038;06C12J;152
300780038;06C141;114
300780038;06C14J;64
300780038;06C151;26
300780038;06C191;58
300780038;06C19J;21
300780038;06C241;47
300780038;06C242;51
300780038;06C251;52
300780038;06C25J;50
300780038;06K02Z;686
300780038;06K04J;983
300780038;06K06J;37
300780038;06M021;142
300780038;06M02T;337
300780038;06M031;112
300780038;06M032;103
300780038;06M033;112
300780038;06M034;33
300780038;06M03T;74
300780038;06M041;43
300780038;06M042;100
300780038;06M043;85
300780038;06M04T;47
300780038;06M053;24
300780038;06M061;47
300780038;06M062;35
300780038;06M063;48
300780038;06M06T;25
300780038;06M081;21
300780038;06M08T;41
300780038;06M091;42
300780038;06M092;51
300780038;06M093;52
300780038;06M094;24
300780038;06M09T;43
300780038;06M121;32
300780038;06M122;25
300780038;06M123;20
300780038;06M12T;91
300780038;06M16Z;38
300780038;06M17Z;56
300780038;06M18T;69
300780038;06M18Z;68
300780038;06M191;21
300780038;06M201;30
300780038;07C093;25
300780038;07C121;21
300780038;07C131;83
300780038;07C132;49
300780038;07C133;29
300780038;07C141;111
300780038;07C14J;85
300780038;07K02Z;141
300780038;07K04J;120
300780038;07K061;50
300780038;07M021;35
300780038;07M022;67
300780038;07M023;61
300780038;07M024;38
300780038;07M02T;28
300780038;07M041;24
300780038;07M042;32
300780038;07M043;30
300780038;07M04T;24
300780038;07M063;60
300780038;07M06T;91
300780038;07M072;20
300780038;07M073;21
300780038;07M08T;21
300780038;07M101;36
300780038;07M102;64
300780038;07M103;23
300780038;07M10T;21
300780038;07M14T;464
300780038;07M14Z;28
300780038;08C12J;40
300780038;08C141;48
300780038;08C14J;253
300780038;08C211;20
300780038;08C21J;26
300780038;08C221;68
300780038;08C222;47
300780038;08C241;246
300780038;08C242;79
300780038;08C251;25
300780038;08C271;189
300780038;08C272;70
300780038;08C273;42
300780038;08C321;134
300780038;08C322;37
300780038;08C323;21
300780038;08C32J;42
300780038;08C331;44
300780038;08C34J;38
300780038;08C351;69
300780038;08C35J;26
300780038;08C371;54
300780038;08C37J;215
300780038;08C391;79
300780038;08C39J;78
300780038;08C40J;49
300780038;08C421;25
300780038;08C42J;29
300780038;08C431;21
300780038;08C43J;62
300780038;08C441;25
300780038;08C44J;104
300780038;08C45J;83
300780038;08C461;24
300780038;08C46J;53
300780038;08C471;77
300780038;08C472;77
300780038;08C473;34
300780038;08C481;210
300780038;08C482;64
300780038;08C491;144
300780038;08C492;109
300780038;08C493;64
300780038;08C512;22
300780038;08C521;27
300780038;08C531;26
300780038;08C581;22
300780038;08C58J;42
300780038;08C60J;23
300780038;08C611;30
300780038;08C613;33
300780038;08C614;37
300780038;08K02J;33
300780038;08M04T;25
300780038;08M101;38
300780038;08M102;77
300780038;08M103;36
300780038;08M10T;61
300780038;08M141;80
300780038;08M142;155
300780038;08M143;44
300780038;08M14T;182
300780038;08M18T;22
300780038;08M192;38
300780038;08M193;44
300780038;08M194;20
300780038;08M19T;22
300780038;08M201;25
300780038;08M252;67
300780038;08M253;64
300780038;08M25T;101
300780038;08M261;83
300780038;08M262;38
300780038;08M263;67
300780038;08M272;21
300780038;08M281;31
300780038;08M282;38
300780038;08M283;28
300780038;08M291;31
300780038;08M292;24
300780038;08M293;31
300780038;08M29T;36
300780038;08M314;25
300780038;08M35Z;137
300780038;08M36Z;30
300780038;08M37T;20
300780038;09C031;71
300780038;09C03J;119
300780038;09C041;45
300780038;09C051;82
300780038;09C05J;107
300780038;09C061;39
300780038;09C06T;30
300780038;09C07J;31
300780038;09C081;59
300780038;09C08J;36
300780038;09C091;24
300780038;09C09J;26
300780038;09C101;105
300780038;09C102;26
300780038;09C104;22
300780038;09C10J;98
300780038;09C12J;30
300780038;09K02J;28
300780038;09M031;76
300780038;09M033;29
300780038;09M03T;23
300780038;09M041;50
300780038;09M051;37
300780038;09M052;34
300780038;09M053;58
300780038;09M05T;39
300780038;09M062;20
300780038;09M063;53
300780038;09M064;39
300780038;09M071;38
300780038;09M072;29
300780038;09M073;20
300780038;09M07T;60
300780038;09M082;21
300780038;09M083;39
300780038;09M11T;30
300780038;09M12Z;562
300780038;09M14T;21
300780038;09Z02A;77
300780038;10C051;86
300780038;10C101;53
300780038;10C111;54
300780038;10C121;158
300780038;10C131;199
300780038;10C132;28
300780038;10M021;189
300780038;10M022;126
300780038;10M023;72
300780038;10M02T;53
300780038;10M031;54
300780038;10M03T;20
300780038;10M072;27
300780038;10M073;25
300780038;10M07T;101
300780038;10M081;45
300780038;10M082;33
300780038;10M083;27
300780038;10M09T;93
300780038;10M13T;1658
300780038;10M13Z;130
300780038;10M161;32
300780038;10M162;46
300780038;10M163;143
300780038;10M164;27
300780038;10M16T;54
300780038;10M182;46
300780038;10M183;24
300780038;10M18T;26
300780038;11C021;26
300780038;11C022;29
300780038;11C023;41
300780038;11C041;51
300780038;11C04J;64
300780038;11C071;32
300780038;11C091;62
300780038;11C09J;45
300780038;11C101;49
300780038;11C111;215
300780038;11C112;31
300780038;11C11J;249
300780038;11C121;26
300780038;11C12J;139
300780038;11C131;207
300780038;11C132;145
300780038;11C133;82
300780038;11C134;91
300780038;11C13J;127
300780038;11K021;23
300780038;11K023;26
300780038;11K024;23
300780038;11K07Z;38
300780038;11M021;22
300780038;11M02T;47
300780038;11M031;99
300780038;11M041;93
300780038;11M042;91
300780038;11M043;65
300780038;11M044;135
300780038;11M062;43
300780038;11M063;73
300780038;11M064;22
300780038;11M06T;24
300780038;11M07T;44
300780038;11M12T;21
300780038;11M161;78
300780038;11M162;71
300780038;11M163;39
300780038;11M18Z;33
300780038;11M19T;21
300780038;11M19Z;37
300780038;12C031;70
300780038;12C041;64
300780038;12C042;61
300780038;12C061;44
300780038;12C06J;89
300780038;12C071;31
300780038;12C07J;67
300780038;12C08J;207
300780038;12C111;67
300780038;12C122;21
300780038;12C13J;30
300780038;12K06J;105
300780038;12M041;40
300780038;12M051;30
300780038;12M062;26
300780038;12M063;32
300780038;12M064;37
300780038;13C031;75
300780038;13C041;131
300780038;13C042;35
300780038;13C06J;28
300780038;13C071;59
300780038;13C07J;55
300780038;13C081;45
300780038;13C08J;74
300780038;13C09J;20
300780038;13C10J;24
300780038;13C12J;52
300780038;13C141;32
300780038;13C142;21
300780038;13C16J;364
300780038;13C171;33
300780038;13C17J;79
300780038;13K02Z;171
300780038;13K04Z;84
300780038;13K06J;31
300780038;13M041;27
300780038;13M04T;36
300780038;13M051;31
300780038;14C05J;150
300780038;14C05Z;97
300780038;14C07C;21
300780038;14C08A;326
300780038;14C08B;84
300780038;14C08C;74
300780038;14C09A;74
300780038;14M02A;29
300780038;14M03A;150
300780038;14M03B;66
300780038;14M03T;537
300780038;14Z04T;22
300780038;14Z06Z;22
300780038;14Z08Z;503
300780038;14Z10A;50
300780038;14Z13A;489
300780038;14Z13B;76
300780038;14Z13C;27
300780038;14Z14A;752
300780038;14Z14B;103
300780038;14Z14C;45
300780038;14Z16T;20
300780038;14Z16Z;137
300780038;15M02Z;34
300780038;15M05A;1277
300780038;15M05B;355
300780038;15M05C;48
300780038;15M06A;96
300780038;15M06B;90
300780038;15M07A;64
300780038;15M08A;45
300780038;15M08B;26
300780038;15M09A;30
300780038;15M12B;21
300780038;15M14B;34
300780038;15Z10E;51
300780038;16M102;20
300780038;16M103;29
300780038;16M111;59
300780038;16M112;87
300780038;16M113;75
300780038;16M11T;218
300780038;16M121;22
300780038;16M14Z;32
300780038;17C071;30
300780038;17C081;35
300780038;17C08J;39
300780038;17K07J;21
300780038;17K091;54
300780038;17M051;41
300780038;17M054;69
300780038;17M061;423
300780038;17M062;133
300780038;17M063;35
300780038;17M064;21
300780038;17M06T;625
300780038;17M094;42
300780038;17M151;25
300780038;17M153;57
300780038;17M15T;22
300780038;18M021;69
300780038;18M072;36
300780038;18M073;81
300780038;18M074;36
300780038;18M12Z;76
300780038;19M021;123
300780038;19M022;89
300780038;19M023;26
300780038;19M024;41
300780038;19M02T;61
300780038;19M062;35
300780038;19M063;203
300780038;19M064;28
300780038;19M06T;134
300780038;19M071;35
300780038;19M072;40
300780038;19M073;62
300780038;19M07T;150
300780038;19M111;66
300780038;19M112;82
300780038;19M113;51
300780038;19M11T;21
300780038;19M123;29
300780038;19M131;124
300780038;19M132;75
300780038;19M13T;24
300780038;19M141;103
300780038;19M142;57
300780038;19M143;33
300780038;19M14T;22
300780038;19M161;42
300780038;19M162;37
300780038;19M21Z;252
300780038;20Z021;22
300780038;20Z022;78
300780038;20Z041;37
300780038;20Z042;176
300780038;20Z043;25
300780038;20Z051;29
300780038;21C051;32
300780038;21C053;38
300780038;21M021;27
300780038;21M02T;39
300780038;21M05T;32
300780038;21M101;29
300780038;21M103;25
300780038;21M10T;54
300780038;21M14T;32
300780038;23C021;20
300780038;23C02J;23
300780038;23K02Z;605
300780038;23K03J;88
300780038;23M061;48
300780038;23M064;28
300780038;23M06T;187
300780038;23M08J;34
300780038;23M091;120
300780038;23M101;65
300780038;23M102;48
300780038;23M14Z;233
300780038;23M15Z;73
300780038;23M19Z;35
300780038;23M20T;843
300780038;23M20Z;403
300780038;23M21T;840
300780038;23Z02Z;307
300780038;23Z03Z;57
300780038;26C024;25
300780038;26M021;20
300780038;27Z03Z;31
300780038;28Z04Z;1565
300780038;28Z07Z;14202
300780038;28Z11Z;442
300780038;28Z14Z;1287
300780038;28Z16Z;365
300780038;28Z17Z;6649
300780038;28Z18Z;14291
300780038;28Z19Z;654
300780038;28Z20Z;441
300780038;28Z23Z;9799
300780046;01C15J;40
300780046;01M201;193
300780046;01M213;31
300780046;01M221;23
300780046;01M231;25
300780046;01M24T;21
300780046;01M252;29
300780046;01M253;28
300780046;01M25T;43
300780046;01M301;51
300780046;01M302;59
300780046;01M303;66
300780046;01M304;26
300780046;01M31T;23
300780046;01M34T;23
300780046;01M34Z;47
300780046;01M35Z;20
300780046;02C051;129
300780046;02C05J;672
300780046;02C08J;25
300780046;03K02J;59
300780046;03M031;48
300780046;03M03T;107
300780046;03M04T;40
300780046;03M05T;46
300780046;04M021;27
300780046;04M033;61
300780046;04M03T;20
300780046;04M041;31
300780046;04M051;35
300780046;04M052;66
300780046;04M053;163
300780046;04M054;27
300780046;04M05T;40
300780046;04M073;50
300780046;04M074;31
300780046;04M093;35
300780046;04M103;31
300780046;04M111;39
300780046;04M131;21
300780046;04M133;61
300780046;04M134;32
300780046;04M183;20
300780046;04M18T;39
300780046;04M201;30
300780046;04M202;57
300780046;04M203;120
300780046;04M24E;24
300780046;04M253;46
300780046;05K14Z;112
300780046;05M041;23
300780046;05M042;26
300780046;05M04T;61
300780046;05M051;31
300780046;05M052;29
300780046;05M053;26
300780046;05M054;49
300780046;05M05T;27
300780046;05M061;30
300780046;05M081;46
300780046;05M082;27
300780046;05M083;26
300780046;05M084;21
300780046;05M08T;56
300780046;05M092;144
300780046;05M093;238
300780046;05M094;84
300780046;05M09T;51
300780046;05M131;25
300780046;05M13T;83
300780046;05M161;25
300780046;05M171;31
300780046;05M172;23
300780046;05M17T;35
300780046;05M22E;32
300780046;06C043;53
300780046;06C081;34
300780046;06C091;34
300780046;06C121;48
300780046;06C12J;139
300780046;06C251;28
300780046;06C25J;69
300780046;06K02Z;176
300780046;06K04J;467
300780046;06M021;91
300780046;06M022;30
300780046;06M02T;100
300780046;06M031;51
300780046;06M032;67
300780046;06M033;59
300780046;06M03T;75
300780046;06M042;48
300780046;06M043;30
300780046;06M04T;27
300780046;06M061;30
300780046;06M062;28
300780046;06M063;24
300780046;06M09T;23
300780046;06M123;22
300780046;06M12T;82
300780046;06M16Z;28
300780046;06M18T;63
300780046;06M18Z;31
300780046;07C131;56
300780046;07C141;37
300780046;07C14J;67
300780046;07M021;21
300780046;07M022;26
300780046;07M063;21
300780046;07M073;25
300780046;07M102;31
300780046;07M103;20
300780046;07M14T;57
300780046;07M14Z;44
300780046;08C141;50
300780046;08C14J;37
300780046;08C321;64
300780046;08C322;20
300780046;08C351;27
300780046;08C391;110
300780046;08C441;49
300780046;08C44J;33
300780046;08C45J;29
300780046;08C472;25
300780046;08C473;77
300780046;08C491;31
300780046;08C492;30
300780046;08C493;96
300780046;08C511;20
300780046;08C512;24
300780046;08K02J;119
300780046;08M043;22
300780046;08M103;23
300780046;08M151;23
300780046;08M192;23
300780046;08M193;51
300780046;08M261;34
300780046;08M29T;41
300780046;08M37T;34
300780046;09C051;20
300780046;09C08J;44
300780046;09C10J;56
300780046;09K02J;33
300780046;09M031;95
300780046;09M03T;22
300780046;09M053;37
300780046;09M063;21
300780046;10M021;132
300780046;10M022;103
300780046;10M023;51
300780046;10M02T;21
300780046;10M13T;44
300780046;10M163;39
300780046;10M16T;52
300780046;11C111;23
300780046;11C11J;36
300780046;11C131;40
300780046;11C13J;40
300780046;11M02T;68
300780046;11M031;32
300780046;11M041;79
300780046;11M042;24
300780046;11M043;41
300780046;11M044;77
300780046;11M063;20
300780046;11M12T;23
300780046;11M19T;22
300780046;12C041;23
300780046;12C042;31
300780046;12C08J;61
300780046;13C031;20
300780046;13C10J;26
300780046;13K04Z;22
300780046;14C05J;79
300780046;14C05Z;26
300780046;14C08A;234
300780046;14M03A;195
300780046;14M03T;93
300780046;14Z08Z;459
300780046;14Z13A;334
300780046;14Z14A;501
300780046;14Z15Z;24
300780046;14Z16T;30
300780046;14Z16Z;63
300780046;15M05A;791
300780046;15M05B;227
300780046;15M06A;40
300780046;15M06B;30
300780046;15M07A;23
300780046;16M111;50
300780046;16M112;97
300780046;16M113;49
300780046;16M11T;98
300780046;17M061;59
300780046;17M062;20
300780046;17M06T;51
300780046;18M021;28
300780046;18M043;30
300780046;19M02T;33
300780046;19M063;41
300780046;19M073;26
300780046;19M11T;20
300780046;20Z051;182
300780046;20Z06T;41
300780046;21M05T;21
300780046;21M101;25
300780046;21M10T;132
300780046;23K02Z;187
300780046;23K03J;65
300780046;23M061;24
300780046;23M06T;96
300780046;23M101;20
300780046;23M20T;155
300780046;23M20Z;115
300780046;23Z02Z;143
300780046;28Z07Z;5941
300780046;28Z14Z;489
300780046;28Z17Z;392
300780053;01C15J;42
300780053;01M201;57
300780053;01M25T;27
300780053;01M303;50
300780053;01M34Z;30
300780053;01M35T;24
300780053;01M35Z;20
300780053;03M031;40
300780053;03M03T;39
300780053;03M051;20
300780053;03M053;20
300780053;03M05T;54
300780053;04M021;22
300780053;04M033;32
300780053;04M041;20
300780053;04M052;70
300780053;04M053;85
300780053;04M054;20
300780053;04M073;25
300780053;04M093;22
300780053;04M09T;24
300780053;04M111;27
300780053;04M182;26
300780053;04M18T;40
300780053;04M202;20
300780053;04M203;52
300780053;04M253;20
300780053;05C151;21
300780053;05K14Z;45
300780053;05K17J;25
300780053;05K26J;20
300780053;05M041;23
300780053;05M04T;121
300780053;05M052;23
300780053;05M081;64
300780053;05M082;41
300780053;05M08T;61
300780053;05M092;85
300780053;05M093;108
300780053;05M094;23
300780053;05M09T;42
300780053;05M131;32
300780053;05M13T;83
300780053;05M161;22
300780053;05M17T;70
300780053;06C091;76
300780053;06C121;30
300780053;06C12J;100
300780053;06C141;21
300780053;06C19J;29
300780053;06C25J;42
300780053;06K02Z;395
300780053;06K04J;918
300780053;06M021;70
300780053;06M022;29
300780053;06M02T;53
300780053;06M031;82
300780053;06M032;43
300780053;06M033;33
300780053;06M03T;48
300780053;06M061;20
300780053;06M062;25
300780053;06M091;22
300780053;06M09T;23
300780053;06M12T;71
300780053;06M18T;25
300780053;06M18Z;42
300780053;07C141;20
300780053;07C14J;63
300780053;07M021;37
300780053;07M022;55
300780053;07M02T;23
300780053;07M063;28
300780053;07M14T;191
300780053;08C14J;84
300780053;08C241;29
300780053;08C242;20
300780053;08C321;42
300780053;08C37J;23
300780053;08C391;72
300780053;08C39J;24
300780053;08C45J;43
300780053;08C46J;27
300780053;08C472;31
300780053;08C473;25
300780053;08C492;44
300780053;08C493;22
300780053;08K02J;26
300780053;08M261;35
300780053;08M263;27
300780053;09C05J;23
300780053;09C08J;22
300780053;09C101;23
300780053;09C10J;48
300780053;09C12J;24
300780053;09K02J;61
300780053;09M031;53
300780053;09M032;21
300780053;09M03T;20
300780053;09M053;20
300780053;10C131;29
300780053;10M022;26
300780053;10M13T;204
300780053;10M163;28
300780053;10M16T;20
300780053;11C111;81
300780053;11C11J;113
300780053;11C131;68
300780053;11C132;39
300780053;11C13J;25
300780053;11K03Z;23
300780053;11M02T;26
300780053;11M031;21
300780053;11M041;51
300780053;11M042;36
300780053;11M043;42
300780053;11M044;47
300780053;11M19Z;25
300780053;12C08J;25
300780053;13K02Z;30
300780053;13K04Z;65
300780053;14C05J;24
300780053;14C08A;78
300780053;14M03A;78
300780053;14M03T;48
300780053;14Z08Z;209
300780053;14Z13A;199
300780053;14Z13B;60
300780053;14Z14A;397
300780053;14Z14B;47
300780053;14Z16T;55
300780053;14Z16Z;70
300780053;15M05A;555
300780053;15M05B;196
300780053;16M09T;22
300780053;16M112;59
300780053;16M11T;61
300780053;17M06T;34
300780053;18M021;25
300780053;19M11T;20
300780053;19M22T;45
300780053;20Z041;58
300780053;20Z042;24
300780053;20Z051;101
300780053;21M10T;53
300780053;23K03J;32
300780053;23M06T;22
300780053;23M101;38
300780053;23M20T;93
300780053;23M20Z;28
300780053;23M21T;112
300780053;28Z07Z;1276
300780053;28Z14Z;343
300780053;28Z17Z;1537
300780079;23Z02Z;98
300780087;23Z02Z;76
300780095;20Z041;82
300780095;20Z042;23
300780095;23M20Z;23
300780095;23Z02Z;39
300780137;01C14J;23
300780137;01C15J;58
300780137;02C051;62
300780137;02C05J;547
300780137;03C07J;20
300780137;03C28J;46
300780137;03K02J;698
300780137;03M11T;103
300780137;04K02J;21
300780137;04M051;20
300780137;04M052;49
300780137;04M053;44
300780137;04M09T;34
300780137;04M102;23
300780137;04M111;21
300780137;05C151;44
300780137;05C17J;150
300780137;05C221;26
300780137;05K101;85
300780137;05K102;22
300780137;05K10J;270
300780137;05K14Z;95
300780137;05K17J;37
300780137;05M04T;22
300780137;05M081;29
300780137;05M08T;22
300780137;05M092;37
300780137;05M093;32
300780137;05M13T;120
300780137;06C042;20
300780137;06C043;27
300780137;06C081;30
300780137;06C091;27
300780137;06C12J;83
300780137;06C14J;45
300780137;06C19J;88
300780137;06C241;25
300780137;06C25J;26
300780137;06K02Z;663
300780137;06K04J;2506
300780137;06M031;105
300780137;06M032;37
300780137;06M033;25
300780137;06M03T;49
300780137;06M121;26
300780137;06M12T;68
300780137;06M16Z;22
300780137;06M18Z;24
300780137;06M201;31
300780137;07C131;31
300780137;07C141;32
300780137;07C14J;68
300780137;07M06T;26
300780137;08C14J;65
300780137;08C20J;39
300780137;08C241;98
300780137;08C242;61
300780137;08C321;21
300780137;08C341;28
300780137;08C351;21
300780137;08C371;53
300780137;08C37J;55
300780137;08C38J;140
300780137;08C391;41
300780137;08C39J;28
300780137;08C421;27
300780137;08C44J;127
300780137;08C461;30
300780137;08C46J;50
300780137;08C481;91
300780137;08C482;47
300780137;08C581;39
300780137;08C58J;28
300780137;08C60J;107
300780137;08K02J;42
300780137;08M251;39
300780137;08M252;30
300780137;08M292;21
300780137;09C031;36
300780137;09C03J;308
300780137;09C05J;57
300780137;09C06T;20
300780137;09C08J;41
300780137;09C09J;79
300780137;09C10J;44
300780137;09C12J;53
300780137;10C131;100
300780137;11C111;55
300780137;11C11J;86
300780137;11C131;98
300780137;11C132;30
300780137;11M02T;35
300780137;11M041;24
300780137;11M042;20
300780137;11M12T;56
300780137;11M19T;27
300780137;11M19Z;43
300780137;12C041;29
300780137;12C08J;38
300780137;13C031;27
300780137;13C07J;25
300780137;13C08J;25
300780137;13C10J;44
300780137;13C12J;72
300780137;13K02Z;76
300780137;14Z08Z;29
300780137;16M111;38
300780137;16M112;44
300780137;16M11T;37
300780137;23K03J;48
300780137;23M20T;135
300780137;23M20Z;123
300780137;23Z02Z;141
300780137;28Z14Z;23
300780137;28Z17Z;209
300780137;90Z00Z;12079
300780152;01C041;57
300780152;01C042;54
300780152;01C051;56
300780152;01C052;30
300780152;01C061;76
300780152;01C062;21
300780152;01C101;36
300780152;01C15J;82
300780152;01K04J;25
300780152;01K06J;199
300780152;01M11T;34
300780152;01M211;46
300780152;02C051;162
300780152;02C05J;1754
300780152;02C08J;36
300780152;03C07J;70
300780152;03C09J;66
300780152;03C101;28
300780152;03C17J;70
300780152;03C191;86
300780152;03C201;38
300780152;03C20J;58
300780152;03C27J;74
300780152;03C28J;69
300780152;03K021;29
300780152;03K02J;756
300780152;03M11T;25
300780152;04C021;37
300780152;04C022;61
300780152;04K02J;290
300780152;04M202;25
300780152;05C032;53
300780152;05C042;42
300780152;05C052;47
300780152;05C062;24
300780152;05C101;111
300780152;05C102;66
300780152;05C103;28
300780152;05C151;123
300780152;05C152;20
300780152;05C171;20
300780152;05C17J;294
300780152;05C181;32
300780152;05C191;44
300780152;05C221;41
300780152;05K051;50
300780152;05K052;21
300780152;05K061;719
300780152;05K062;131
300780152;05K06T;20
300780152;05K101;954
300780152;05K102;76
300780152;05K14Z;86
300780152;05K17J;429
300780152;05K191;226
300780152;05K192;93
300780152;05K201;43
300780152;05K20T;41
300780152;05K211;26
300780152;05K212;44
300780152;05K221;32
300780152;05K222;21
300780152;05K251;72
300780152;05K26J;47
300780152;05M081;80
300780152;05M082;35
300780152;05M08T;54
300780152;05M092;31
300780152;05M121;40
300780152;05M12T;23
300780152;05M131;30
300780152;05M13T;28
300780152;05M17T;24
300780152;08C141;41
300780152;08C14J;59
300780152;08C222;23
300780152;08C241;92
300780152;08C242;37
300780152;08C271;708
300780152;08C272;262
300780152;08C273;87
300780152;08C321;36
300780152;08C371;65
300780152;08C37J;151
300780152;08C401;54
300780152;08C44J;33
300780152;08C45J;44
300780152;08C46J;26
300780152;08C481;94
300780152;08C482;45
300780152;08C511;90
300780152;08C512;70
300780152;08C521;195
300780152;08C522;143
300780152;08C581;54
300780152;08C58J;21
300780152;08C613;25
300780152;08K02J;50
300780152;08M261;24
300780152;08M271;58
300780152;08M27T;78
300780152;08M28T;33
300780152;08M29T;87
300780152;09C12J;55
300780152;10C121;34
300780152;12M05T;26
300780152;13M071;29
300780152;16M15T;23
300780152;19M11T;237
300780152;19M14T;112
300780152;23K02Z;393
300780152;23K03J;23
300780152;23M15Z;40
300780152;23M20T;22
300780152;23M20Z;207
300780152;28Z17Z;140
300780152;90Z00Z;2032
300781010;23M064;37
300781010;23M103;26
300781010;23Z02Z;53
300781465;01C15J;27
300781465;02C021;23
300781465;02C02J;59
300781465;02C051;49
300781465;02C05J;1686
300781465;02C08J;235
300781465;02C11J;34
300781465;03K02J;105
300781465;05K14Z;105
300781465;05K17J;22
300781465;06C121;41
300781465;06C12J;182
300781465;06C14J;65
300781465;06C191;38
300781465;06C19J;58
300781465;06C251;21
300781465;06C25J;37
300781465;06K02Z;670
300781465;06K04J;1676
300781465;06K06J;26
300781465;07C141;23
300781465;07C14J;56
300781465;08C14J;30
300781465;08C241;94
300781465;08C242;20
300781465;08C271;74
300781465;08C272;26
300781465;08C371;32
300781465;08C37J;165
300781465;08C38J;59
300781465;08C45J;155
300781465;08C481;41
300781465;08C521;25
300781465;08K02J;49
300781465;09C03J;31
300781465;09C041;28
300781465;09C051;62
300781465;09C05J;74
300781465;09C06T;160
300781465;09C07J;28
300781465;09C08J;30
300781465;09C10J;40
300781465;09C12J;43
300781465;09Z02A;85
300781465;10C101;62
300781465;11C111;32
300781465;11C11J;77
300781465;11C131;139
300781465;11C132;39
300781465;11C13J;34
300781465;11K03Z;27
300781465;11M12T;25
300781465;11M19T;147
300781465;11M19Z;56
300781465;12C041;128
300781465;12C042;30
300781465;12C07J;23
300781465;12C08J;53
300781465;12C111;41
300781465;12C13J;28
300781465;12K06J;224
300781465;13C031;62
300781465;13C041;30
300781465;13C071;26
300781465;13C07J;54
300781465;13C08J;57
300781465;13C10J;30
300781465;13C12J;141
300781465;13C141;21
300781465;13K02Z;176
300781465;14C05J;33
300781465;14C08A;180
300781465;14Z04T;49
300781465;14Z08Z;114
300781465;14Z13A;308
300781465;14Z13B;22
300781465;14Z14A;405
300781465;14Z14B;28
300781465;14Z16T;49
300781465;14Z16Z;67
300781465;15M05A;722
300781465;15M05B;199
300781465;15M06A;27
300781465;15M08A;25
300781465;15M09A;23
300781465;16M11T;51
300781465;23K03J;23
300781465;23Z03Z;28
300781465;90Z00Z;5322
300787421;28Z04Z;1723
300787421;90Z00Z;351
300788502;01C08J;63
300788502;01C14J;39
300788502;01C15J;456
300788502;01M111;29
300788502;01M211;164
300788502;01M212;23
300788502;01M21T;36
300788502;02C021;106
300788502;02C02J;135
300788502;02C051;100
300788502;02C05J;2109
300788502;03C071;39
300788502;03C17J;42
300788502;03C28J;24
300788502;03K02J;1207
300788502;03K03J;27
300788502;04K02J;22
300788502;05K14Z;154
300788502;05M17T;71
300788502;06C033;21
300788502;06C041;48
300788502;06C042;54
300788502;06C043;69
300788502;06C044;23
300788502;06C071;22
300788502;06C081;72
300788502;06C091;69
300788502;06C121;73
300788502;06C12J;256
300788502;06C141;62
300788502;06C14J;203
300788502;06C191;29
300788502;06C19J;89
300788502;06C221;26
300788502;06C241;56
300788502;06C242;30
300788502;06C24J;43
300788502;06C251;107
300788502;06C25J;136
300788502;06K02Z;2328
